the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at,address
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,461,SAN MATIAS ELEMENTARY SCHOOL,301000,NA,NA,116283,16944,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"SAN MATIAS ELEMENTARY SCHOOL, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,307,Siniba-an ES,205000,NA,NA,116284,16945,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Siniba-an Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,239,Snra. C.M. Aportadera ES,145000,NA,NA,116285,16946,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Snra. C.M. Aportadera Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,435,Tabugon ES,239000,NA,NA,116286,16947,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tabugon Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,241,Tinocuan ES,156000,NA,NA,116287,16948,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tinocuan Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,357,White ES,192000,NA,NA,116288,16949,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"White Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,DueÃ±as,Iloilo,DueÂ¤as,112,Balangigan Elementary School,87000,NA,NA,116292,16953,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Balangigan Elementary School, DueÃ±as, Iloilo"
NA,ES,Region VI,Iloilo,DueÃ±as,Iloilo,DueÂ¤as,17,Fundacion PS,59000,NA,NA,116303,16963,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Fundacion Primary School, DueÃ±as, Iloilo"
NA,ES,Region VI,Iloilo,Dumangas,Iloilo,Dumangas II,67,Alyag PS,75000,NA,NA,116332,16992,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Alyag Primary School, Dumangas, Iloilo"
NA,ES,Region VI,Iloilo,Dumangas,Iloilo,Dumangas II,252,Calao ES,175000,NA,NA,116336,16996,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calao Elementary School, Dumangas, Iloilo"
NA,ES,Region VI,Iloilo,Dumangas,Iloilo,Dumangas II,69,Capaliz PS,77000,NA,NA,116338,16998,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Capaliz Primary School, Dumangas, Iloilo"
NA,ES,Region VI,Iloilo,Dumangas,Iloilo,Dumangas II,376,Pagdugue ES,193000,NA,NA,116341,17001,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pagdugue Elementary School, Dumangas, Iloilo"
NA,ES,Region VI,Iloilo,Dumangas,Iloilo,Dumangas II,378,Paloc Sool ES,235000,NA,NA,116343,17003,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Paloc Sool Elementary School, Dumangas, Iloilo"
NA,ES,Region VI,Iloilo,Dumangas,Iloilo,Dumangas II,193,Rosario ES,143000,NA,NA,116344,17004,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Rosario Elementary School, Dumangas, Iloilo"
NA,ES,Region VI,Iloilo,Dumangas,Iloilo,Dumangas II,303,Tamboilan ES,170000,NA,NA,116345,17005,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tamboilan Elementary School, Dumangas, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,193,Bagay ES,142000,NA,NA,116368,17028,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bagay Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,158,Balibagan ES,125000,NA,NA,116369,17029,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Balibagan Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,144,Barasan ES,131000,NA,NA,116370,17030,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Barasan Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,197,Buga ES,157000,NA,NA,116371,17031,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Buga Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,281,Cale Indaluyon ES,171000,NA,NA,116373,17033,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cale Indaluyon Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,157,Igcabugao ES,123000,NA,NA,116376,17036,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Igcabugao Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,143,Igpigus ES,121000,NA,NA,116377,17037,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Igpigus Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,324,Igtalongon ES,201000,NA,NA,116378,17038,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Igtalongon Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,169,Mulangan ES,132000,NA,NA,116382,17042,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Mulangan Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,301,Tabiac ES,185000,NA,NA,116384,17044,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tabiac Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Igbaras,Iloilo,Igbaras,300,Tigbanaba ES,183000,NA,NA,116386,17046,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tigbanaba Elementary School, Igbaras, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,371,Atimonan Elementary School,184000,NA,NA,116388,17048,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Atimonan Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,432,Barasalon ES,199000,NA,NA,116389,17049,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Barasalon Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,351,Calmay ES,241000,NA,NA,116390,17050,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calmay Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,267,Canauillan ES,145000,NA,NA,116391,17051,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Canauillan Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,186,Caraudan ES,130000,NA,NA,116392,17052,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Caraudan Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,374,Don Jose Locsin MES,197000,NA,NA,116393,17053,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Don Jose Locsin MElementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,85,Juan C. Locsin MS,91000,NA,NA,116395,17055,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Juan C. Locsin MS, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,219,Kuyot Elementary School,112000,NA,NA,116396,17056,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kuyot Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,549,Leon Consumo MES,278000,NA,NA,116397,17057,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Leon Consumo MElementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,199,Tambal ES,143000,NA,NA,116398,17058,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tambal Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,282,Tolarucan ES,194000,NA,NA,116399,17059,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tolarucan Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,280,Ubian ES,155000,NA,NA,116400,17060,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ubian Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay I,127,Yabon ES,90000,NA,NA,116401,17061,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Yabon Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,242,Abangay ES,139000,NA,NA,116402,17062,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Abangay Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,358,Agcarope ES,189000,NA,NA,116403,17063,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Agcarope Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,99,Aglobong PS,101000,NA,NA,116404,17064,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Aglobong Primary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,331,Canauili ES,179000,NA,NA,116405,17065,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Canauili Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,79,Caranas PS,90000,NA,NA,116406,17066,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Caranas Primary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,39,Carigangan PS,66000,NA,NA,116407,17067,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Carigangan Primary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,44,Cunsad PS,73000,NA,NA,116408,17068,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cunsad Primary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,92,Dabong PS,91000,NA,NA,116409,17069,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dabong Primary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,183,Danao-Sto. Tomas ES,125000,NA,NA,116410,17070,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Danao-Sto. Tomas Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,280,Dr. P.B. Margarico MES,192000,NA,NA,116411,17071,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dr. P.B. Margarico MElementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,197,MaÃ±acabac ES,158000,NA,NA,116414,17074,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"MaÃ±acabac Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,195,Mangil ES,132000,NA,NA,116415,17075,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Mangil Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,233,Monte Magapa ES,143000,NA,NA,116417,17077,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Monte Magapa Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,243,Pangilihan ES,160000,NA,NA,116418,17078,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pangilihan Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,139,Panuran PS,99000,NA,NA,116419,17079,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Panuran Primary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,118,Pararinga PS,93000,NA,NA,116420,17080,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pararinga Primary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Janiuay,Iloilo,Janiuay II,176,Tamu-an ES,129000,NA,NA,116421,17081,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tamu-an Elementary School, Janiuay, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,126,Agtuman ES,99000,NA,NA,116423,17083,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Agtuman Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,478,Binaba-an ES,256000,NA,NA,116424,17084,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Binaba-an Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,113,Capangyan ES,90000,NA,NA,116425,17085,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Capangyan Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,152,Cayan Este ES,117000,NA,NA,116426,17086,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cayan Este Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,160,Coto ES,116000,NA,NA,116427,17087,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Coto Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,1573,Don Eugenio Ladrido MES,702000,NA,NA,116428,17088,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Don Eugenio Ladrido MElementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,423,Gines ES,223000,NA,NA,116429,17089,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Gines Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,157,Jorog ES,121000,NA,NA,116430,17090,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Jorog Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,170,Lanot Grande ES,123000,NA,NA,116431,17091,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lanot Grande Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,106,Legayada ES,104000,NA,NA,116433,17093,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Legayada Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,130,Madarag ES,109000,NA,NA,116434,17094,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Madarag Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,135,Maite Grande ES,115000,NA,NA,116435,17095,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Maite Grande Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,162,Maite PequeÃ±o ES,123000,NA,NA,116436,17096,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Maite PequeÃ±o Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,386,Pandan ES,211000,NA,NA,116437,17097,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pandan Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,157,Simsiman ES,119000,NA,NA,116438,17098,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Simsiman Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,100,Supoc-Corot-on ES,89000,NA,NA,116439,17099,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Supoc-Corot-on Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,266,Tubungan ES,169000,NA,NA,116440,17100,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tubungan Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao East,140,Tuburan ES,113000,NA,NA,116441,17101,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tuburan Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,292,Agsirab ES,157000,NA,NA,116442,17102,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Agsirab Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,139,AGUSTIN GALLEGO MEMORIAL ES,115000,NA,NA,116443,17103,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"AGUSTIN GALLEGO MEMORIAL Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,394,Bagongbong ES,174000,NA,NA,116444,17104,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bagongbong Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,169,Vicente Latumbo Elementary School,111000,NA,NA,116445,17105,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Vicente Latumbo Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,198,Bonbon ES,122000,NA,NA,116446,17106,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bonbon Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,280,Bontoc Elementary School,140000,NA,NA,116447,17107,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bontoc Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,234,Cabatangan PS,83000,NA,NA,116448,17108,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cabatangan Primary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,220,Cabugao ES,133000,NA,NA,116449,17109,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cabugao Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,70,Cabunlawan PS,67000,NA,NA,116450,17110,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cabunlawan Primary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,270,Cayan Oeste ES,143000,NA,NA,116452,17112,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cayan Oeste Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,134,Lumanay ES,119000,NA,NA,116453,17113,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lumanay Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,218,Daanbanwa II ES,133000,NA,NA,116454,17114,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Daanbanwa II Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,685,Don Ignacio Ramirez MS,350000,NA,NA,116455,17115,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Don Ignacio Ramirez MS, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,190,Filemon Lebero MES,122000,NA,NA,116456,17116,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Filemon Lebero MElementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,288,Hipgos ES,149000,NA,NA,116457,17117,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Hipgos Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,217,Magbato-Sibacungan ES,136000,NA,NA,116458,17118,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Magbato-Sibacungan Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,181,Malag-it ES,138000,NA,NA,116459,17119,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Malag-it Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,305,Maribong ES,156000,NA,NA,116461,17121,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Maribong Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,187,Petronio Leal MES,118000,NA,NA,116462,17122,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Petronio Leal MElementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,236,Pajo ES,143000,NA,NA,116463,17123,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pajo Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,415,Pughanan ES,215000,NA,NA,116465,17125,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pughanan Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,184,San Gregorio ES,129000,NA,NA,116466,17126,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Gregorio Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,250,Tampucao ES,141000,NA,NA,116467,17127,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tampucao Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lambunao,Iloilo,Lambunao West,416,Walang ES,229000,NA,NA,116468,17128,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Walang Elementary School, Lambunao, Iloilo"
NA,ES,Region VI,Iloilo,Lemery,Iloilo,Lemery,205,Bantegui ES,138000,NA,NA,116483,17143,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bantegui Elementary School, Lemery, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,296,BAYAG ELEMENTARY SCHOOL,196000,NA,NA,116503,17163,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"BAYAG ELEMENTARY SCHOOL, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,140,Cananaman Elementary School,117000,NA,NA,116504,17164,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cananaman Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,252,Capitan Fernando Elementary School,179000,NA,NA,116505,17165,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Capitan Fernando Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,183,Dorog ES,139000,NA,NA,116506,17166,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dorog Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,72,Manampunay Primary School,73000,NA,NA,116510,17170,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Manampunay Primary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,219,Omambong Elementary School,148000,NA,NA,116512,17172,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Omambong Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,196,Pepe-Lonoc Elementary School,129000,NA,NA,116513,17173,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pepe-Lonoc Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,232,Tacuyong Norte Elementary School,145000,NA,NA,116514,17174,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tacuyong Norte Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon I,221,Tacuyong Sur ELementary School,147000,NA,NA,116515,17175,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tacuyong Sur ELementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon II,322,Bulwang Camandag Elementary School,183000,NA,NA,116522,17182,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bulwang Camandag Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon II,73,Ingay Elementary School,67000,NA,NA,116526,17186,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ingay Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon II,167,Lanagbangi Elementary School,137000,NA,NA,116527,17187,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lanagbangi Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Leon,Iloilo,Leon II,183,Malublub ES,128000,NA,NA,116529,17189,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Malublub Elementary School, Leon, Iloilo"
NA,ES,Region VI,Iloilo,Maasin,Iloilo,Maasin,122,Subog ES,113000,NA,NA,116558,17217,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Subog Elementary School, Maasin, Iloilo"
NA,ES,Region VI,Iloilo,Miagao,Iloilo,Miagao East,379,Kirayan ES,238000,NA,NA,116568,17227,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kirayan Elementary School, Miagao, Iloilo"
